asset_key,day,price,volume
CL,2025-06-27,65.5200,236284
CL,2025-06-30,65.1100,193289
CL,2025-07-01,65.4500,193162
CL,2025-07-02,67.4500,265200
CL,2025-07-03,67.0000,0
CL,2025-07-04,66.5000,0
CL,2025-07-07,67.9300,332949
CL,2025-07-08,68.3300,219882
CL,2025-07-09,68.3800,223945
CL,2025-07-10,66.5700,258654
CL,2025-07-11,68.4500,226297
CL,2025-07-14,66.9800,263877
CL,2025-07-15,66.5200,252724
CL,2025-07-16,66.3800,248346
CL,2025-07-17,67.5400,188802
CL,2025-07-18,67.3400,107628
CL,2025-07-21,67.2000,81194
CL,2025-07-22,66.2100,269991
CL,2025-07-23,65.2500,251825
CL,2025-07-24,66.0300,281209
CL,2025-07-25,65.1600,234283
CL,2025-07-28,66.7100,262038
CL,2025-07-29,69.2100,329112
CL,2025-07-30,70.0000,345336
CL,2025-07-31,69.2600,247031
CL,2025-08-01,67.3300,355819
CL,2025-08-04,66.2900,277375
CL,2025-08-05,65.1600,279030
CL,2025-08-06,64.3500,353827
CL,2025-08-07,63.8800,300518
CL,2025-08-08,63.8800,322939
CL,2025-08-11,63.9600,234807
CL,2025-08-12,63.1700,304441
CL,2025-08-13,62.6500,298939
CL,2025-08-14,63.9600,251652
CL,2025-08-15,62.8000,197390
CL,2025-08-18,63.4200,95113
CL,2025-08-19,62.3500,99484
CL,2025-08-20,63.2100,280663
CL,2025-08-21,63.5200,250166
CL,2025-08-22,63.6600,223169
CL,2025-08-25,64.8000,185270
CL,2025-08-26,63.2500,199101
CL,2025-08-27,64.1500,193476
CL,2025-08-28,64.6000,208931
CL,2025-08-29,64.0100,0
CL,2025-09-02,65.5900,320218
CL,2025-09-03,63.9700,298737
CL,2025-09-04,63.4800,251689
CL,2025-09-05,61.8700,294540
CL,2025-09-08,62.2600,237288
CL,2025-09-09,62.6300,268529
CL,2025-09-10,63.6700,260684
CL,2025-09-11,62.3700,222661
CL,2025-09-12,62.6900,313265
CL,2025-09-15,63.3000,205560
CL,2025-09-16,64.5200,234250
CL,2025-09-17,64.0500,165427
CL,2025-09-18,63.5700,82321
CL,2025-09-19,62.6800,87165
CL,2025-09-22,62.6400,223779
CL,2025-09-23,63.4100,265948
CL,2025-09-24,64.9900,282721
CL,2025-09-25,64.9800,258353
CL,2025-09-26,65.7200,284990
CL,2025-09-29,63.4500,294292
CL,2025-09-30,62.3700,271649
CL,2025-10-01,61.7800,274339
CL,2025-10-02,60.4800,290507
CL,2025-10-03,60.8800,240044
CL,2025-10-06,61.6900,224682
CL,2025-10-07,61.7300,245121
CL,2025-10-08,62.5500,273318
CL,2025-10-09,61.5100,259171
CL,2025-10-10,58.9000,339103
CL,2025-10-13,59.4900,339103
CL,2025-10-14,58.7000,259200
GLD,2024-05-01,213.7900,10373900
GLD,2024-05-02,213.1300,6287000
GLD,2024-05-03,212.9600,8679900
GLD,2024-05-06,215.2000,6840500
GLD,2024-05-07,214.2100,5660700
GLD,2024-05-08,213.5800,4462700
GLD,2024-05-09,216.9500,7732500
GLD,2024-05-10,218.7100,8700900
GLD,2024-05-13,216.2600,4896300
GLD,2024-05-14,218.0900,4662700
GLD,2024-05-15,220.8900,9297700
GLD,2024-05-16,220.0300,4301700
GLD,2024-05-17,223.6600,10481900
GLD,2024-05-20,224.5600,5990900
GLD,2024-05-21,224.2300,4002600
GLD,2024-05-22,220.1100,8903100
GLD,2024-05-23,215.7200,9537900
GLD,2024-05-24,215.9200,4212400
GLD,2024-05-28,218.1900,3809700
GLD,2024-05-29,216.1600,4185000
GLD,2024-05-30,216.5700,3068800
GLD,2024-05-31,215.3000,5617200
GLD,2024-06-03,217.2200,6172600
GLD,2024-06-04,215.2700,5509400
GLD,2024-06-05,217.8200,5479200
GLD,2024-06-06,219.4300,5283900
GLD,2024-06-07,211.6000,12195100
GLD,2024-06-10,213.5400,4215300
GLD,2024-06-11,214.1500,4004100
GLD,2024-06-12,214.7200,5911900
GLD,2024-06-13,212.9700,5861100
GLD,2024-06-14,215.7300,7076500
GLD,2024-06-17,214.6100,3877700
GLD,2024-06-18,215.4700,4921400
GLD,2024-06-20,218.1600,7290500
GLD,2024-06-21,214.7800,8865600
GLD,2024-06-24,215.6300,4626900
GLD,2024-06-25,214.5600,3820900
GLD,2024-06-26,212.5800,4690300
GLD,2024-06-27,214.9900,4977800
GLD,2024-06-28,215.0100,3955100
GLD,2024-07-01,215.5700,3797900
GLD,2024-07-02,215.5600,4921700
GLD,2024-07-03,217.9900,5055300
GLD,2024-07-05,220.9300,5950600
GLD,2024-07-08,218.1900,5790800
GLD,2024-07-09,218.5600,3901500
GLD,2024-07-10,219.3600,5556200
GLD,2024-07-11,223.2500,9322000
GLD,2024-07-12,223.1100,5179300
GLD,2024-07-15,223.8300,5719300
GLD,2024-07-16,228.2900,11070700
GLD,2024-07-17,227.2300,8620500
GLD,2024-07-18,225.7800,5485500
GLD,2024-07-19,221.7300,8666000
GLD,2024-07-22,221.8000,5334100
GLD,2024-07-23,222.5800,4435700
GLD,2024-07-24,221.8000,6838800
GLD,2024-07-25,218.3300,9777100
GLD,2024-07-26,220.6300,6328800
GLD,2024-07-29,220.3200,4665100
GLD,2024-07-30,222.5200,4939500
GLD,2024-07-31,226.5500,7316600
GLD,2024-08-01,225.7700,7217200
GLD,2024-08-02,225.3400,11109400
GLD,2024-08-05,222.4800,8939000
GLD,2024-08-06,220.7000,14362300
GLD,2024-08-07,220.5500,5287800
GLD,2024-08-08,224.0100,6327100
GLD,2024-08-09,224.5600,4441000
GLD,2024-08-12,228.4100,5561300
GLD,2024-08-13,228.0600,6740200
GLD,2024-08-14,226.2000,5462500
GLD,2024-08-15,226.9100,5273300
GLD,2024-08-16,231.9900,11924500
GLD,2024-08-19,231.6100,5164800
GLD,2024-08-20,232.4600,9073600
GLD,2024-08-21,232.1500,5337400
GLD,2024-08-22,229.3700,5765400
GLD,2024-08-23,232.0200,5418200
GLD,2024-08-26,232.7600,3151400
GLD,2024-08-27,233.3900,4435600
GLD,2024-08-28,231.7500,4961500
GLD,2024-08-29,232.9500,5524200
GLD,2024-08-30,231.2900,5743000
GLD,2024-09-03,230.2900,6417900
GLD,2024-09-04,230.4300,4696000
GLD,2024-09-05,232.3500,4838100
GLD,2024-09-06,230.6300,6315800
GLD,2024-09-09,231.6000,3548800
GLD,2024-09-10,232.6200,4378300
GLD,2024-09-11,232.2500,4637300
GLD,2024-09-12,236.3300,9930200
GLD,2024-09-13,238.6800,7455100
GLD,2024-09-16,238.6600,4713500
GLD,2024-09-17,237.3400,5257100
GLD,2024-09-18,235.5100,11081100
GLD,2024-09-19,239.1700,6108200
GLD,2024-09-20,242.2100,7737400
GLD,2024-09-23,242.6800,5426200
GLD,2024-09-24,246.0700,8386300
GLD,2024-09-25,245.7300,7393400
GLD,2024-09-26,246.9800,7041100
GLD,2024-09-27,245.0200,8329600
GLD,2024-09-30,243.0600,6916700
GLD,2024-10-01,245.6100,10605500
GLD,2024-10-02,245.6600,6798800
GLD,2024-10-03,245.4900,5674500
GLD,2024-10-04,245.0000,5947800
GLD,2024-10-07,244.1700,3849000
GLD,2024-10-08,242.3700,7669800
GLD,2024-10-09,241.0500,4120500
GLD,2024-10-10,242.8200,4792700
GLD,2024-10-11,245.4700,5789500
GLD,2024-10-14,245.0700,3922900
GLD,2024-10-15,245.9200,5640800
GLD,2024-10-16,247.1500,5431900
GLD,2024-10-17,248.6300,5176200
GLD,2024-10-18,251.2700,7833600
GLD,2024-10-21,251.2200,9258600
GLD,2024-10-22,253.9300,5756300
GLD,2024-10-23,250.8700,8081000
GLD,2024-10-24,252.8000,5962200
GLD,2024-10-25,253.3200,4424500
GLD,2024-10-28,253.3300,4029100
GLD,2024-10-29,256.0900,8875500
GLD,2024-10-30,257.5000,6386200
GLD,2024-10-31,253.5100,9930800
GLD,2024-11-01,252.4700,6473000
GLD,2024-11-04,252.8300,4581400
GLD,2024-11-05,253.4000,6029900
GLD,2024-11-06,245.7000,14600200
GLD,2024-11-07,249.6500,8821400
GLD,2024-11-08,247.9600,6267900
GLD,2024-11-11,242.1400,11653800
GLD,2024-11-12,240.0500,10145500
GLD,2024-11-13,237.6300,8431700
GLD,2024-11-14,237.0100,8262400
GLD,2024-11-15,236.5900,7299500
GLD,2024-11-18,241.0900,6323400
GLD,2024-11-19,243.2500,6579100
GLD,2024-11-20,244.6200,6630700
GLD,2024-11-21,246.6600,7646400
GLD,2024-11-22,249.8400,7503000
GLD,2024-11-25,242.4800,10733100
GLD,2024-11-26,242.9500,4945900
GLD,2024-11-27,243.4900,6930600
GLD,2024-11-29,245.5900,2708500
GLD,2024-12-02,243.4400,4765000
GLD,2024-12-03,243.9300,3557800
GLD,2024-12-04,244.6700,4608600
GLD,2024-12-05,242.8600,4806200
GLD,2024-12-06,242.9500,3540700
GLD,2024-12-09,245.3600,4711500
GLD,2024-12-10,248.5900,4642000
GLD,2024-12-11,250.9600,11033800
GLD,2024-12-12,247.2800,10149600
GLD,2024-12-13,244.2900,6602600
GLD,2024-12-16,244.8800,3310000
GLD,2024-12-17,243.9400,4421300
GLD,2024-12-18,239.2600,8015800
GLD,2024-12-19,239.6000,8111400
GLD,2024-12-20,242.1000,9527800
GLD,2024-12-23,240.9600,5835500
GLD,2024-12-24,241.4400,2421000
GLD,2024-12-26,243.0700,4645100
GLD,2024-12-27,241.4000,4728100
GLD,2024-12-30,240.6300,3522500
GLD,2024-12-31,242.1300,2522100
GLD,2025-01-02,245.4200,6241900
GLD,2025-01-03,243.4900,4872100
GLD,2025-01-06,243.1900,3758900
GLD,2025-01-07,244.5600,5090300
GLD,2025-01-08,245.8600,6303300
GLD,2025-01-10,248.2100,12380100
GLD,2025-01-13,245.7400,8448600
GLD,2025-01-14,247.0300,4914800
GLD,2025-01-15,248.8800,6345000
GLD,2025-01-16,250.6000,9236000
GLD,2025-01-17,249.2700,8312900
GLD,2025-01-21,253.1300,7668100
GLD,2025-01-22,254.4300,5213800
GLD,2025-01-23,254.0700,6511500
GLD,2025-01-24,255.6500,7341300
GLD,2025-01-27,252.9900,5799800
GLD,2025-01-28,255.1800,5332000
GLD,2025-01-29,254.2000,5671800
GLD,2025-01-30,258.0500,12981200
GLD,2025-01-31,258.5600,8961100
GLD,2025-02-03,259.9400,11521100
GLD,2025-02-04,262.5000,9850400
GLD,2025-02-05,264.1300,12681100
GLD,2025-02-06,263.4300,8731400
GLD,2025-02-07,263.9000,9154000
GLD,2025-02-10,268.3700,13250300
GLD,2025-02-11,267.3900,7169500
GLD,2025-02-12,267.6700,9328600
GLD,2025-02-13,270.3100,8347500
GLD,2025-02-14,266.2900,11546700
GLD,2025-02-18,270.7000,8185900
GLD,2025-02-19,270.8500,9342500
GLD,2025-02-20,270.9900,7356900
GLD,2025-02-21,270.7400,8917400
GLD,2025-02-24,272.2100,5374400
GLD,2025-02-25,268.6200,10079800
GLD,2025-02-26,269.0300,7276000
GLD,2025-02-27,264.9300,9374600
GLD,2025-02-28,263.2700,11504500
GLD,2025-03-03,266.7400,7725600
GLD,2025-03-04,269.0600,8481300
GLD,2025-03-05,269.6200,6990400
GLD,2025-03-06,268.2500,6136400
GLD,2025-03-07,268.3900,10431200
GLD,2025-03-10,266.0400,7593900
GLD,2025-03-11,269.1600,8436600
GLD,2025-03-12,270.3300,7236200
GLD,2025-03-13,275.1300,13741500
GLD,2025-03-14,275.2400,13365000
GLD,2025-03-17,276.7300,8583400
GLD,2025-03-18,279.9600,9596500
GLD,2025-03-19,281.1100,8822200
GLD,2025-03-20,280.7500,5863300
GLD,2025-03-21,278.4900,9359300
GLD,2025-03-24,277.2500,7870100
GLD,2025-03-25,278.4700,5090200
GLD,2025-03-26,278.2400,3717500
GLD,2025-03-27,281.9700,8476300
GLD,2025-03-28,284.0600,9563700
GLD,2025-03-31,288.1400,13925100
GLD,2025-04-01,287.5700,15923600
GLD,2025-04-02,288.1600,11074800
GLD,2025-04-03,286.4200,20524400
GLD,2025-04-04,279.7200,21517200
GLD,2025-04-07,273.7100,19807000
GLD,2025-04-08,275.2000,12639500
GLD,2025-04-09,285.3800,25342200
GLD,2025-04-10,292.3500,19837800
GLD,2025-04-11,297.9300,21080100
GLD,2025-04-14,296.2300,12427600
GLD,2025-04-15,297.7800,7924100
GLD,2025-04-16,307.4700,20778100
GLD,2025-04-17,306.1200,18287800
GLD,2025-04-21,315.5900,20372300
GLD,2025-04-22,311.1100,35242300
GLD,2025-04-23,303.6500,25421500
GLD,2025-04-24,308.0700,10845000
GLD,2025-04-25,304.7300,10691600
GLD,2025-04-28,309.0700,9375500
GLD,2025-04-29,306.0600,6852100
GLD,2025-04-30,303.7700,8331900
GLD,2025-05-01,297.4600,14969100
GLD,2025-05-02,297.9800,8678400
GLD,2025-05-05,306.8800,8924000
GLD,2025-05-06,315.4800,11445300
GLD,2025-05-07,310.7500,7888300
GLD,2025-05-08,304.6300,11927600
GLD,2025-05-09,306.8400,6913100
GLD,2025-05-12,298.1900,14375900
GLD,2025-05-13,299.4600,10233600
GLD,2025-05-14,293.1600,14800600
GLD,2025-05-15,297.8400,13497700
GLD,2025-05-16,294.2400,14173000
GLD,2025-05-19,298.0300,11656300
GLD,2025-05-20,303.5800,12851000
GLD,2025-05-21,305.8200,12414500
GLD,2025-05-22,303.1100,9704200
GLD,2025-05-23,309.7500,13339500
GLD,2025-05-27,304.5000,9578500
GLD,2025-05-28,303.8100,8803300
GLD,2025-05-29,305.6100,9487900
GLD,2025-05-30,303.6000,9553300
GLD,2025-06-02,311.6700,13593200
GLD,2025-06-03,308.9100,9315100
GLD,2025-06-04,310.9000,7462500
GLD,2025-06-05,309.3300,10817800
GLD,2025-06-06,305.1800,7787500
GLD,2025-06-09,306.6200,7159000
GLD,2025-06-10,306.7100,7071700
GLD,2025-06-11,308.3700,9248800
GLD,2025-06-12,312.2000,11531400
GLD,2025-06-13,316.2900,16592900
GLD,2025-06-16,311.7800,12848400
GLD,2025-06-17,311.9400,8234100
GLD,2025-06-18,310.2600,9370800
GLD,2025-06-20,310.1300,8794700
GLD,2025-06-23,311.0800,12687900
GLD,2025-06-24,306.1900,12035200
GLD,2025-06-25,307.1200,6733200
GLD,2025-06-26,306.7800,6787500
GLD,2025-06-27,301.2200,13301300
GLD,2025-06-30,304.8300,8192100
GLD,2025-07-01,307.5500,9335600
GLD,2025-07-02,309.2500,8316400
GLD,2025-07-03,307.1400,5275800
GLD,2025-07-07,307.3700,7351600
GLD,2025-07-08,304.1600,11840500
GLD,2025-07-09,305.5200,10644100
GLD,2025-07-10,306.2000,7053700
GLD,2025-07-11,309.1400,9187300
GLD,2025-07-14,308.0100,5772900
GLD,2025-07-15,306.7300,8149000
GLD,2025-07-16,308.2600,17693100
GLD,2025-07-17,307.5900,6642300
GLD,2025-07-18,308.3900,5574300
GLD,2025-07-21,313.1300,10995800
GLD,2025-07-22,316.1000,13691800
GLD,2025-07-23,312.1800,10547500
GLD,2025-07-24,310.2700,7698800
GLD,2025-07-25,307.4000,9376400
GLD,2025-07-28,305.4100,9275400
GLD,2025-07-29,306.2500,5741100
GLD,2025-07-30,300.9600,13459600
GLD,2025-07-31,302.9600,8981000
GLD,2025-08-01,309.1100,12843400
GLD,2025-08-04,310.9100,7639000
GLD,2025-08-05,311.1600,6997700
GLD,2025-08-06,310.5000,7418200
GLD,2025-08-07,313.1200,10891500
GLD,2025-08-08,313.0500,19886800
GLD,2025-08-11,308.5500,10326700
GLD,2025-08-12,308.2700,9697400
GLD,2025-08-13,309.2100,4718600
GLD,2025-08-14,307.2500,5817700
GLD,2025-08-15,307.4300,5990100
GLD,2025-08-18,306.9500,6150100
GLD,2025-08-19,305.2700,5029900
GLD,2025-08-20,308.3600,6515400
GLD,2025-08-21,307.2900,4809000
GLD,2025-08-22,310.5800,8526500
GLD,2025-08-25,309.8300,4044400
GLD,2025-08-26,312.0800,11698500
GLD,2025-08-27,312.7100,4320100
GLD,2025-08-28,315.0300,9610200
GLD,2025-08-29,318.0700,15642600
GLD,2025-09-02,325.5900,21247500
GLD,2025-09-03,328.1400,16062200
GLD,2025-09-04,326.6900,11703100
GLD,2025-09-05,331.0500,16065200
GLD,2025-09-08,334.8200,18617300
GLD,2025-09-09,334.0600,21641900
GLD,2025-09-10,335.2600,11945700
GLD,2025-09-11,334.7600,9082600
GLD,2025-09-12,335.4200,9619700
GLD,2025-09-15,338.9100,10569900
GLD,2025-09-16,339.5900,12161500
GLD,2025-09-17,336.9700,16535300
GLD,2025-09-18,335.6200,14913300
GLD,2025-09-19,339.1800,14982600
GLD,2025-09-22,345.0500,12386400
GLD,2025-09-23,346.4600,18384000
GLD,2025-09-24,343.3200,12709100
GLD,2025-09-25,344.7500,12639600
GLD,2025-09-26,346.7400,11698200
GLD,2025-09-29,352.4600,15719600
GLD,2025-09-30,355.4700,13312400
GLD,2025-10-01,356.0300,15573600
GLD,2025-10-02,354.7900,16162100
GLD,2025-10-03,357.6400,14464000
GLD,2025-10-06,364.3800,17093700
GLD,2025-10-07,366.2600,16836800
GLD,2025-10-08,372.3000,28052300
GLD,2025-10-09,365.4300,33674800
GLD,2025-10-10,369.1200,24192800
GLD,2025-10-13,378.0900,18514400
GLD,2025-10-14,380.7900,18409600
